ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (mb),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( m/s),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-1.8411,1.1049,11.9145,-1.0393,0.7112,9.7288,0.663,-0.6201,-1.9684,-0.0941,-0.0374,-0.8367,0.4467,22.5,-7.13,-50.21,254.38,-2.75,6.67,2.0,985.91,58.056,55.75363,48.741924,582.94,NaN,,0.0,53.018,,6 / 26,29506,2020-04-13 19:18:38:917
-0.4091,0.1203,9.7949,-0.9444,0.4959,9.7518,-0.7593,0.239,1.1488,0.0631,0.1612,-0.6935,0.4467,20.64,-4.59,-50.74,261.73,-2.9,5.53,2.0,985.89,52.642,55.753628,48.74192,583.82,NaN,,0.0,46.995,,6 / 26,30006,2020-04-13 19:18:39:417
-1.7497,0.8993,5.7832,-1.4597,0.4304,9.6912,0.3191,-0.4888,3.8305,-0.0502,-0.0844,0.4332,0.4467,24.42,-3.7,-49.86,264.14,-2.51,8.57,2.0,985.87,47.372,55.753628,48.74192,583.82,NaN,,0.0,46.995,,6 / 26,30506,2020-04-13 19:18:39:917
-0.0956,-0.9988,10.6514,-0.7443,0.198,9.7797,0.3423,0.4534,-2.9637,0.0761,0.0232,-0.5136,0.4467,22.27,-3.33,-52.22,263.91,-1.24,5.2,2.0,985.86,54.8,55.753628,48.74192,583.82,NaN,,0.0,46.995,,6 / 26,31005,2020-04-13 19:18:40:416
-2.8211,0.5595,11.2239,-1.5087,0.6542,9.6712,1.5376,-0.0055,-2.6026,-0.2562,-0.0173,0.6929,0.4467,23.5,-2.46,-47.85,275.9,-4.12,8.13,2.0,985.84,59.577,55.753628,48.74192,583.82,NaN,,0.0,46.995,,6 / 26,31506,2020-04-13 19:18:40:917
-1.3929,1.004,11.1767,-1.1844,0.4437,9.7281,0.2667,-0.1519,-3.0132,-0.13,-0.0345,-0.0053,0.4467,21.37,-5.24,-49.68,259.91,-2.59,6.94,2.0,985.85,56.245,55.753628,48.74192,583.82,NaN,,0.0,46.995,,6 / 26,32006,2020-04-13 19:18:41:417
-2.7588,-0.2579,12.1559,-1.0581,0.2815,9.7487,1.0213,0.6397,-3.2724,-0.0557,0.3054,-0.4838,0.9546,23.74,-0.83,-48.69,271.46,-1.64,6.19,2.0,985.82,54.855,55.753628,48.74192,583.82,NaN,,0.0,46.995,,6 / 26,32506,2020-04-13 19:18:41:917
-0.9369,1.1525,8.144,-1.2722,0.3275,9.7216,-0.6294,-0.7244,2.81,0.1353,-0.0287,0.0291,0.9546,23.18,-1.91,-47.84,264.46,-0.48,7.81,2.0,985.78,48.893,55.753628,48.74192,583.82,NaN,,0.0,46.995,,6 / 26,33006,2020-04-13 19:18:42:417
4.0E-4,-0.1191,7.1647,-0.8152,-0.0619,9.7759,-0.6922,-0.3125,1.7632,0.1871,-0.044,-0.4473,0.9546,21.29,0.77,-48.63,269.5,1.29,4.98,2.0,985.78,60.147,55.753628,48.74192,583.82,NaN,,0.0,46.995,,6 / 26,33505,2020-04-13 19:18:42:916
-1.8977,0.6693,7.9928,-1.1742,0.0997,9.739,0.7101,-0.7268,2.254,-0.3942,-0.1048,0.4675,0.9546,22.58,-0.99,-47.88,268.37,-0.58,6.87,2.0,985.77,59.233,55.753628,48.74192,583.82,NaN,,0.0,46.995,,6 / 26,34006,2020-04-13 19:18:43:417
-0.7009,-0.5353,11.8721,-0.8054,0.4768,9.7653,-0.9334,0.2252,2.0586,0.2007,-0.0439,-0.4117,0.9546,22.96,-0.25,-49.24,275.0,-1.77,5.66,2.0,985.75,60.373,55.753628,48.74192,583.82,NaN,,0.0,46.995,,6 / 26,34506,2020-04-13 19:18:43:917
-0.9413,0.7842,10.9259,-1.1041,0.1307,9.7468,0.0712,-0.4699,-2.0948,-0.0769,0.2396,-0.2459,0.9546,23.87,3.71,-47.46,283.37,-1.3,5.0,2.0,985.74,58.68,55.753628,48.74192,583.82,NaN,,0.0,46.995,,6 / 26,35006,2020-04-13 19:18:44:417
-0.8206,0.9513,7.2122,-1.0427,-0.0589,9.7543,-0.2256,-1.1261,2.5403,0.1803,0.0362,-0.1859,0.9546,21.46,4.17,-47.67,283.2,0.34,6.1,2.0,985.73,56.612,55.753628,48.74192,583.82,NaN,,0.0,46.995,,6 / 26,35506,2020-04-13 19:18:44:917
-0.681,-1.0281,10.3536,-0.9106,-0.0295,9.7676,-0.4871,0.5234,1.4734,0.0879,-0.0465,-0.2299,0.9546,21.36,5.5,-48.75,283.54,1.3,5.76,2.0,985.73,53.498,55.753628,48.74192,583.82,NaN,,0.0,46.995,,6 / 26,36011,2020-04-13 19:18:45:422
-1.0028,0.3726,11.2336,-1.1964,0.6862,9.7126,-0.6274,1.5951,-3.0937,-0.2508,-0.2682,-0.3409,0.9546,21.78,5.39,-48.89,294.05,-2.66,6.28,2.0,985.74,61.027,55.753628,48.74192,583.82,NaN,,0.0,46.995,,6 / 26,36506,2020-04-13 19:18:45:917
-0.0662,0.3395,10.098,-0.8208,0.7321,9.7481,-0.2659,0.4701,-0.5509,0.0921,-0.0893,-1.2695,0.9546,14.67,8.48,-50.12,317.64,-4.28,4.81,2.0,985.76,59.793,55.753628,48.74192,583.82,NaN,,0.0,46.995,,4 / 26,37007,2020-04-13 19:18:46:418
0.4385,1.6495,8.2198,-0.9237,0.995,9.7156,-1.3432,-0.6946,1.5016,0.0093,-0.1121,-0.9848,0.9546,7.71,10.14,-51.94,348.74,-5.82,5.43,2.0,985.72,61.234,55.753628,48.74192,583.82,NaN,,0.0,46.995,,4 / 26,37506,2020-04-13 19:18:46:917
-2.0951,-0.913,10.5001,-1.4881,0.9482,9.65,1.1162,1.3223,-0.5794,0.7117,0.0287,-1.2224,0.9546,6.14,9.4,-50.47,8.16,-3.07,8.75,2.0,985.72,57.866,55.753628,48.74192,583.82,NaN,,0.0,46.995,,5 / 26,38006,2020-04-13 19:18:47:417
-2.2824,1.5012,11.3044,-0.9138,1.0944,9.7058,1.2731,-0.8324,-0.401,0.0357,-0.3757,-0.3936,0.9546,0.2,3.15,-51.81,36.97,-6.26,7.16,2.0,985.71,58.231,55.753628,48.74192,583.82,NaN,,0.0,46.995,,5 / 26,38505,2020-04-13 19:18:47:916
0.1598,1.0948,9.2559,-0.613,0.7303,9.7636,-1.017,-0.3353,1.0697,0.1818,0.293,-0.719,0.9546,-7.31,0.61,-53.82,64.36,-4.27,3.59,2.0,985.73,61.273,55.753628,48.74192,583.82,NaN,,0.0,46.995,,5 / 26,39008,2020-04-13 19:18:48:419
-1.6522,-0.3874,8.6741,-1.1341,1.0405,9.6885,-0.0984,0.5983,2.6782,0.2839,0.0617,-0.0236,0.9546,-3.81,-1.61,-53.74,79.24,-4.25,6.69,2.0,985.71,51.26,55.753628,48.74192,583.82,NaN,,0.0,46.995,,5 / 26,39506,2020-04-13 19:18:48:917
-0.1809,0.2913,11.243,-0.5096,0.7201,9.7703,-0.3973,1.1041,-1.9183,-0.1472,-0.2514,-0.3513,0.9546,-8.76,-3.71,-51.87,85.1,-5.59,3.3,2.0,985.7,58.892,55.753628,48.74192,583.82,NaN,,0.0,46.995,,5 / 26,40006,2020-04-13 19:18:49:417
-0.7809,0.8025,12.8896,-0.484,1.1678,9.7282,0.3241,0.1309,-2.5993,0.0189,0.3756,-0.1096,0.9546,-10.19,-8.38,-52.16,98.24,-6.84,2.85,2.0,985.67,57.973,55.753628,48.74192,583.82,NaN,,0.0,46.995,,5 / 26,40506,2020-04-13 19:18:49:917
-0.6699,1.1273,7.2552,-0.8147,0.1127,9.7755,-0.2273,-0.3595,-0.5033,0.1675,-0.1381,-0.0211,0.9546,-7.62,-2.32,-52.13,94.65,-1.04,5.81,2.0,985.65,61.73,55.753628,48.74192,583.82,NaN,,0.0,46.995,,5 / 26,41006,2020-04-13 19:18:50:417
1.6175,-1.4825,7.6618,0.0455,-0.237,9.807,-0.8273,0.4563,2.7604,0.3605,-0.0727,-0.3942,0.4467,-12.31,-0.32,-53.48,96.84,1.65,0.74,2.0,985.64,53.771,55.753628,48.74192,583.82,NaN,,0.0,46.995,,5 / 26,41511,2020-04-13 19:18:50:922
-0.7,0.7072,7.5577,-0.5974,0.0632,9.7916,0.3288,-0.5439,1.453,-0.2253,0.0515,0.5818,0.4467,-11.1,-3.95,-52.03,107.78,-0.74,0.54,2.0,985.62,59.242,55.753628,48.74192,583.82,NaN,,0.0,46.995,,4 / 26,42007,2020-04-13 19:18:51:418
1.022,-0.4502,10.8837,-0.0153,0.2026,9.8079,-1.181,0.8337,-1.7288,-0.2269,-0.1757,-0.4502,0.4467,-16.11,-4.24,-52.06,100.31,-1.18,0.09,2.0,985.63,56.55,55.753628,48.74192,583.82,NaN,,0.0,46.995,,4 / 26,42506,2020-04-13 19:18:51:917
-1.1939,0.3672,11.7921,-0.5074,0.5965,9.7787,0.6822,0.2326,-2.0138,-0.3335,0.1148,0.5376,0.4467,-13.58,-10.84,-49.29,113.25,-5.72,0.14,2.0,985.61,50.811,55.753628,48.74192,583.82,NaN,,0.0,46.995,,6 / 26,43006,2020-04-13 19:18:52:417
0.052,0.6298,11.4706,0.0773,1.1959,9.7365,-1.1612,0.5025,0.7304,0.0347,-0.1252,-0.0815,0.4467,-14.12,-8.54,-48.63,101.52,-7.06,0.38,2.0,985.58,49.948,55.753628,48.74192,583.82,NaN,,0.0,46.995,,6 / 26,43506,2020-04-13 19:18:52:917
0.0093,0.467,11.4139,-0.3825,1.0317,9.7481,0.5278,0.1396,-2.2074,-0.3711,0.2362,0.195,0.4467,-13.12,-8.05,-49.51,100.44,-6.04,2.25,2.0,985.62,44.383,55.753628,48.74192,583.82,NaN,,0.0,46.995,,6 / 26,44010,2020-04-13 19:18:53:421
-0.0486,0.8782,10.6333,-0.6145,0.3624,9.784,-0.5467,-0.4473,-0.8508,0.0764,-0.1447,0.0679,0.4467,-10.94,-2.22,-50.41,90.73,-2.12,3.59,2.0,985.57,60.103,55.753628,48.74192,583.82,NaN,,0.0,46.995,,6 / 26,44506,2020-04-13 19:18:53:917
0.8362,0.6964,8.5659,-0.3534,-0.0783,9.8033,-1.3254,-0.8336,1.2309,-0.3317,0.1964,-0.3272,0.4467,-8.87,-0.85,-52.38,82.43,-1.85,1.24,2.0,985.56,54.056,55.753628,48.74192,583.82,NaN,,0.0,46.995,,6 / 26,45006,2020-04-13 19:18:54:417
-1.8542,0.1936,8.2398,-1.13,0.6128,9.7254,0.7623,0.6642,1.4714,0.2884,-0.1629,-0.0761,0.4467,-7.36,-3.6,-52.41,93.61,-3.58,6.63,2.0,985.54,52.947,55.753628,48.74192,583.82,NaN,,0.0,46.995,,6 / 26,45506,2020-04-13 19:18:54:917
-1.06,0.8481,11.5233,-0.821,0.9465,9.7297,0.2324,-0.389,-1.4942,0.0942,-0.0779,-0.7262,0.4467,-7.21,-9.63,-52.68,113.26,-5.54,4.82,2.0,985.51,55.936,55.753624,48.741924,576.22,NaN,,0.0,44.052223,,6 / 26,46007,2020-04-13 19:18:55:418
0.6884,0.5524,9.4698,-0.9656,0.6373,9.7415,-1.554,-0.019,0.2955,0.1729,0.1769,-0.8648,0.4467,-2.0,-10.12,-53.18,123.31,-3.31,4.42,2.0,985.54,46.127,55.753624,48.741924,576.22,NaN,,0.0,44.052223,,6 / 26,46508,2020-04-13 19:18:55:919
-1.4078,-0.3367,10.0706,-1.1233,0.7966,9.7129,-0.4337,0.9041,0.6292,0.1439,-0.1314,-1.0241,0.4467,-1.18,-14.64,-52.67,145.76,-4.47,6.93,2.0,985.52,56.174,55.753616,48.741924,571.43,NaN,,0.0,47.107533,,6 / 26,47007,2020-04-13 19:18:56:418
-0.0843,-0.4522,10.3926,-1.0241,0.3982,9.7483,0.0362,0.5196,-2.453,0.2258,-0.2701,-0.9055,0.4467,6.9,-15.14,-54.06,178.94,-2.51,6.8,2.0,985.52,55.913,55.753616,48.741924,571.43,NaN,,0.0,47.107533,,6 / 26,47506,2020-04-13 19:18:56:917
-0.2327,0.1021,11.9728,-1.2617,0.503,9.7155,0.1721,1.2144,-2.5165,0.0033,0.0738,-0.782,0.4467,14.25,-14.32,-49.71,215.0,-3.19,7.02,2.0,985.55,57.397,55.753616,48.741924,571.43,NaN,,0.0,47.107533,,6 / 26,48006,2020-04-13 19:18:57:417
-0.8441,0.2937,12.3937,-0.8927,0.4204,9.7603,0.0158,0.4954,-0.8608,-0.0045,-0.0997,-0.7772,0.4467,18.29,-11.1,-49.14,238.15,-3.27,5.71,2.0,985.53,53.325,55.753616,48.741924,571.43,NaN,,0.0,47.107533,,6 / 26,48506,2020-04-13 19:18:57:917
0.4538,0.9822,9.2476,-0.5166,0.3852,9.7888,-2.017,-0.6562,-1.0624,-0.1777,0.004,-0.1817,0.4467,18.2,-5.42,-49.53,263.38,-3.6,2.81,2.0,985.52,41.7,55.753616,48.741924,571.43,NaN,,0.0,47.107533,,7 / 26,49006,2020-04-13 19:18:58:417
-0.2996,0.3361,8.3869,-0.9887,-0.263,9.7565,0.1824,-0.8876,2.0888,-0.1811,0.0382,0.1505,0.4467,21.08,0.15,-48.16,266.18,-2.17,5.69,2.0,985.49,62.16,55.753616,48.741924,571.43,NaN,,0.0,47.107533,,7 / 26,49506,2020-04-13 19:18:58:917
0.2297,-0.0227,7.3982,0.0084,9.0E-4,9.81,-0.1862,-0.0591,1.8204,0.1327,-0.1376,-0.3773,1.0054,17.59,-0.46,-49.77,270.11,-0.04,1.87,2.0,985.48,59.618,55.753616,48.741924,571.43,NaN,,0.0,47.107533,,7 / 26,50006,2020-04-13 19:18:59:417
-1.1413,1.1586,6.362,-0.9396,-0.191,9.763,-0.1335,-1.0307,2.8524,-0.1722,-0.0764,0.3724,1.0054,21.93,2.34,-48.75,273.36,1.12,5.5,2.0,985.46,55.331,55.753616,48.741924,571.43,NaN,,0.0,47.107533,,7 / 26,50507,2020-04-13 19:18:59:918
0.1373,0.1548,6.9296,-0.7295,0.1366,9.7819,-0.3224,0.3965,0.1321,0.0778,0.1158,-0.2595,1.0054,21.61,0.4,-49.48,272.2,-0.8,4.27,2.0,985.48,59.543,55.753616,48.741924,571.43,NaN,,0.0,47.107533,,10 / 26,51006,2020-04-13 19:19:00:417
-2.1924,-1.0939,12.4274,-0.7458,-0.1264,9.7808,0.2431,0.6976,-0.1198,-0.6056,0.4208,0.2792,1.5133,22.49,0.97,-48.73,271.1,0.74,4.36,2.0,985.44,60.946,55.753616,48.741924,571.43,NaN,,0.0,47.107533,,10 / 26,51506,2020-04-13 19:19:00:917
0.7554,-0.7645,10.9326,-0.2341,0.2126,9.8049,-0.9885,0.976,-1.1276,0.017,-0.5036,-0.0395,1.5133,20.29,-0.43,-49.21,272.87,-0.99,3.09,2.0,985.43,59.588,55.753616,48.741924,571.43,NaN,,0.0,47.107533,,10 / 26,52006,2020-04-13 19:19:01:417
-1.4457,0.0718,12.7352,-0.5633,0.4759,9.7822,0.6297,-0.2905,0.3495,-0.1102,0.2876,0.1066,1.5133,20.31,0.68,-50.7,283.12,-3.41,0.47,2.0,985.4,53.802,55.753616,48.741924,571.43,NaN,,0.0,47.107533,,10 / 26,52506,2020-04-13 19:19:01:917
-1.0714,-0.1717,13.1467,-0.8516,-0.021,9.7729,-0.2697,0.3027,-3.596,-0.0426,-0.2198,0.1839,2.0212,21.32,0.74,-50.77,275.65,1.33,5.62,2.0,985.43,59.767,55.753616,48.741924,571.43,NaN,,0.0,47.107533,,10 / 26,53006,2020-04-13 19:19:02:417
-0.4556,0.2154,9.5039,-0.5574,0.6049,9.7755,-0.1344,0.3361,0.8346,0.0453,0.2578,-0.0416,2.0212,19.15,0.69,-52.85,277.93,-1.42,2.39,2.0,985.39,59.988,55.753616,48.741924,571.43,NaN,,0.0,47.107533,,10 / 26,53506,2020-04-13 19:19:02:917
-0.0515,0.4973,8.0043,-0.9943,-0.0414,9.7594,-0.5382,-0.5921,2.5027,0.1364,-0.1263,0.1127,2.0212,21.15,0.25,-53.0,269.15,0.24,5.82,2.0,985.39,57.053,55.753616,48.741924,571.43,NaN,,0.0,47.107533,,11 / 26,54010,2020-04-13 19:19:03:421
-0.2355,-0.3387,7.4316,-0.3317,0.0314,9.8043,-0.9095,0.7527,1.1329,-0.1875,0.074,-0.3595,2.5695,17.54,0.69,-54.19,271.06,-0.31,1.65,2.0,985.37,56.658,55.753616,48.741924,571.43,NaN,,0.0,47.107533,,11 / 26,54506,2020-04-13 19:19:03:917
-2.3512,-0.7019,10.2464,-0.6582,0.2386,9.785,0.4776,0.1797,2.6516,0.2913,-0.2328,-0.1412,2.5695,20.24,4.94,-52.63,285.2,0.84,4.82,2.0,985.36,54.595,55.753616,48.741924,571.43,NaN,,0.0,47.107533,,11 / 26,55006,2020-04-13 19:19:04:417
-0.8361,-0.7691,14.3388,-0.3073,0.5588,9.7892,0.7558,0.6104,-2.7827,0.1629,-0.0815,-0.9505,2.5695,16.7,1.18,-54.75,285.24,-3.27,1.8,2.0,985.34,54.358,55.753616,48.741924,571.43,NaN,,0.0,47.107533,,11 / 26,55505,2020-04-13 19:19:04:916
0.712,1.1001,8.8415,-0.1145,1.012,9.757,-0.4458,-0.8244,0.8635,0.1109,-0.0269,0.0333,3.1177,16.56,3.04,-55.41,297.95,-5.92,0.67,2.0,985.35,56.467,55.753616,48.741924,571.43,NaN,,0.0,47.107533,,11 / 26,56007,2020-04-13 19:19:05:418
-1.7044,0.3152,11.9169,-0.7884,0.9428,9.7327,1.4744,0.3262,-1.0629,-0.0261,-0.0327,0.4845,3.7676,16.25,2.36,-52.77,304.99,-7.38,3.52,2.0,985.35,47.082,55.753616,48.741924,571.43,NaN,,0.0,47.107533,,11 / 26,56508,2020-04-13 19:19:05:919
-0.1411,0.8215,11.1696,-0.0156,1.2619,9.7285,-0.0613,0.158,-0.5422,0.5635,-0.4355,0.1841,8.2138,14.17,-1.5,-52.62,289.17,-7.39,0.09,2.0,985.36,40.101,55.753616,48.741924,571.43,NaN,,0.0,47.107533,,8 / 26,57006,2020-04-13 19:19:06:417
-0.1179,1.6442,9.4427,-0.1357,1.131,9.7436,-0.0171,-0.5136,0.301,0.1799,0.1563,-0.1008,33.2022,16.85,-1.91,-51.82,283.92,-6.62,0.8,2.0,985.33,51.385,55.753616,48.741924,571.43,NaN,,0.0,47.107533,,8 / 26,57506,2020-04-13 19:19:06:917
-1.6658,1.582,9.0973,-0.4218,0.6604,9.7787,1.2446,-0.922,0.6814,-0.4472,-0.5646,0.438,105.9645,16.92,-0.78,-50.28,281.39,-5.64,6.18,2.0,985.37,57.79,55.753616,48.741924,571.43,NaN,,0.0,47.107533,,8 / 26,58006,2020-04-13 19:19:07:417
1.5159,0.5402,9.4567,0.0478,0.4972,9.7973,-2.3139,0.8024,1.0485,-0.3413,0.1657,-0.6463,158.7691,15.2,1.03,-52.05,287.74,-4.48,-0.83,2.0,985.37,54.082,55.753616,48.741924,571.43,NaN,,0.0,47.107533,,8 / 26,58505,2020-04-13 19:19:07:916
-0.734,0.4398,8.449,-0.5392,1.0232,9.7416,-0.5273,1.3412,0.3287,-0.0152,-0.2781,-0.886,187.8779,15.16,4.45,-52.97,308.5,-5.99,3.17,2.0,985.35,35.023,55.753616,48.741924,571.43,NaN,,0.0,47.107533,,8 / 26,59005,2020-04-13 19:19:08:416
-1.2725,1.4486,9.5088,-0.4983,1.2955,9.7113,0.6819,0.5577,-0.2717,-0.0399,-0.0469,-0.9794,67.4964,10.34,7.62,-55.48,334.82,-7.59,2.94,2.0,985.35,30.074,55.753616,48.741924,571.43,NaN,,0.0,47.107533,,8 / 26,59505,2020-04-13 19:19:08:916
-0.5321,1.9649,7.7063,-0.0069,1.0241,9.7564,-0.1717,0.6734,-0.84,0.0454,-0.1247,-0.1758,110.5623,5.45,10.15,-53.69,346.92,-7.29,1.17,2.0,985.32,32.753,55.753616,48.741924,571.43,NaN,,0.0,47.107533,,7 / 26,60005,2020-04-13 19:19:09:416
0.0707,1.0796,9.8876,-0.3281,1.4518,9.6964,-0.115,0.1227,0.149,0.5552,0.7408,0.0289,130.7256,8.73,4.4,-53.28,328.69,-8.51,1.94,2.0,985.35,27.628,55.753616,48.741924,571.43,NaN,,0.0,47.107533,,7 / 26,60506,2020-04-13 19:19:09:917